t,x1_x2_x3_1,x1_x2_x3_2,x1_x2_x3_3,xhat1_xhat2_xhat3_1,xhat1_xhat2_xhat3_2,xhat1_xhat2_xhat3_3,u
1.54,0.0889290090887498,0.112878868013904,-0.471457787763866,0.0889268383720582,0.112725744976394,-0.471506796162258,0.903117841331883
1.55,0.0824358510293361,0.108164290136266,-0.45545445411263,0.0824338848580019,0.108025698374278,-0.455498828108373,0.88996875957248
1.56,0.0762325894676231,0.103609745595139,-0.439836936173054,0.0762308087311584,0.103484315998827,-0.439877110575249,0.876088309408269
1.57,0.0703095683165401,0.0992113762334089,-0.424605488805338,0.0703079556717222,0.0990978675894097,-0.424641858010375,0.861568826247429
1.58,0.064657322062156,0.0949653213453555,-0.409759518130142,0.0646558617716294,0.0948626085114462,-0.409792439835213,0.846496071465527
1.59,0.0592665804396114,0.0908677261640541,-0.395297655807278,0.0592652582250026,0.0907747893235379,-0.395327454387428,0.830949605808649
1.6,0.0541282722727464,0.0869147496059813,-0.381217828667838,0.0541270751810109,0.0868306645047564,-0.381244798246496,0.815003145609288
1.61,0.0492335285406131,0.0831025713193029,-0.367517323932947,0.0492324448224464,0.083026500397101,-0.367541731173281,0.798724902319636
1.62,0.0445736847304714,0.0794273980799735,-0.354192850244035,0.0445727037297147,0.0793585824150818,-0.354214936886096,0.782177905881393
1.63,0.0401402825334216,0.0758854695775331,-0.341240594721181,0.0401393945864864,0.0758232215714573,-0.341260579887608,0.765420312461294
1.64,0.0359250709355414,0.0724730636303213,-0.328656276257806,0.0359242672799612,0.0724167603653726,-0.328674358548865,0.748505697087741
1.65,0.0319200067542525,0.0691865008677433,-0.316435195251744,0.0319192794455474,0.0691355780764988,-0.316451554648665,0.731483331726664
1.66,0.02811725466665,0.0660221489152258,-0.304572279964605,0.0281165965027613,0.0659760955062516,-0.304587079558481,0.714398449334559
1.67,0.0245091867736709,0.0629764261155798,-0.293062129693309,0.0245085912262879,0.0629347792047766,-0.293075517255315,0.697292494423847
1.68,0.0210883817412644,0.0600458048186467,-0.281899054929826,0.0210878428934239,0.0600081452201143,-0.281911164337116,0.680203360670658
1.69,0.0178476235571409,0.0572268142693484,-0.271077114677448,0.0178471360465364,0.0571927624037997,-0.271088067207805,0.663165616088266
1.7,0.0147798999392236,0.054516043122574,-0.260590151084404,0.014779458906709,0.0544852553051046,-0.260600056591562,0.646210716280834
1.71,0.0118784004295951,0.0519101416117299,-0.2504318215483,0.0118780014724136,0.0518823066841902,-0.250440779528787,0.629367206282239
1.72,0.00913651420552019,0.0494058233962469,-0.24059562843776,0.00913615333483188,0.0493806596725984,-0.24060372899915,0.612660911473699
1.73,0.00654782763703218,0.0469998671118693,-0.23107494657072,0.00654750123935023,0.04697711960777,-0.231082271310285,0.596115118061973
1.74,0.00410612161858434,0.0446891176461621,-0.221863048582156,0.00410582642076496,0.0446685555666263,-0.221869671384103,0.579750743587177
1.75,0.00180536870039109,0.0424704871603406,-0.212953128307539,0.00180510173785445,0.0424519016216954,-0.212959116066297,0.563586497915985
1.76,-0.000360269956692124,0.0403409558772652,-0.204338322302097,-0.000360511368804617,0.040324157841786,-0.204343735578419,0.547639035162203
1.77,-0.00239644778057926,0.0382975726542442,-0.196011729609909,-0.00239666607357896,0.0382823910578202,-0.196016623225963,0.531923096962685
1.78,-0.00430863612106676,0.0363374553581451,-0.187966429891098,-0.0043088334964671,0.0363237354131186,-0.187970853470161,0.516451647522256
1.79,-0.00610212769755641,0.0344577910592341,-0.180195500009802,-0.00610230614861927,0.0344453927161874,-0.180199498465646,0.501236000826958
1.8,-0.0077820401437033,0.0326558360591361,-0.17269202918025,-0.00778220147498448,0.0326446326128859,-0.172695643160867,0.486285940410501
1.81,-0.00935331963263173,0.0309289157673336,-0.165449132763159,-0.00935346547770911,0.0309187925937431,-0.165452399053042,0.471609832044474
1.82,-0.0108207445676107,0.029274424439702,-0.158459964799736,-0.0108208764051621,0.0292652778511481,-0.158462916684535,0.45721472970859
1.83,-0.0121889293242558,0.0276898247917046,-0.151717729365859,-0.0121890484926388,0.0276815610001588,-0.15172039696291,0.443106475183193
1.84,-0.0134623280314293,0.0261726474980461,-0.145215690824534,-0.0134624357419002,0.0261651816757399,-0.145218101382415,0.429289791592353
1.85,-0.0146452383790461,0.0247204905898007,-0.138947183050405,-0.0146453357277451,0.0247137460183746,-0.138949361220389,0.415768371212273
1.86,-0.0157418054419692,0.0233310187592967,-0.132905617695982,-0.0157418934207844,0.0233249260591681,-0.132907585778014,0.40254495784639
1.87,-0.0167560255100896,0.0220019625823369,-0.127084491565372,-0.0167561050165043,0.0219964590147891,-0.12708626973092,0.389621424055515
1.88,-0.0176917499155415,0.0207311176666831,-0.121477393157517,-0.017691821761559,0.0207261465018692,-0.121478999651463,0.376998843518675
1.89,-0.0185526888488059,0.019516343735108,-0.116078008437421,-0.0185527537690372,0.0195118536797953,-0.116079459760946,0.364677558787957
1.9,-0.019342415156204,0.0183555636507338,-0.110880125890465,-0.0193424738151965,0.0183515083301866,-0.110881436966693,0.352657244688681
1.91,-0.0200643681119845,0.0172467623918291,-0.105877640911659,-0.0200644211108618,0.0172430998807481,-0.105878825235681,0.340936967604601
1.92,-0.0207218571588614,0.0161879859827125,-0.10106455957866,-0.0207219050413382,0.0161846783806217,-0.101065629353391,0.329515240876607
1.93,-0.0213180656114708,0.0151773403869259,-0.0964350018544528,-0.0213181088693023,0.0151743534338267,-0.0964359681136554,0.318390076532537
1.94,-0.0218560543177859,0.0142129903683814,-0.0919832042628444,-0.0218560933957034,0.014210293096884,-0.0919840769825164,0.307559033555249
1.95,-0.0223387652740586,0.013293158325753,-0.0877035220772958,-0.0223388005742392,0.0132907227462475,-0.0877043102765152,0.297019262885998
1.96,-0.0227690251893504,0.01241612310498,-0.0835904310611478,-0.0227690570754654,0.012413923920732,-0.0835911428933656,0.286767549350471
1.97,-0.0231495489961749,0.0115802187943685,-0.079638528794932,-0.0231495777970553,0.011578233143714,-0.0796391716306109,0.276800350685484
1.98,-0.0234829433042007,0.0107838335064192,-0.0758425356242405,-0.0234829693171562,0.0107820407295,-0.0758431161256528,0.267113833835405
1.99,-0.0237717097943591,0.0100254081501768,-0.0721972952595157,-0.0237717332881829,0.0100237895778952,-0.0721978194484402,0.257703908678768
2,-0.0240182485510671,0.00930343519758163,-0.0686977750571293,-0.0240182697687565,0.00930197396067159,-0.0686982483761151,0.248566259337275
2.01,-0.024224861330617,0.00861645744701034,-0.0653390660092336,-0.0242248804918357,0.00861513830332138,-0.0653394933770388,0.239696373211558
2.02,-0.024393754764097,0.007963066786918,-0.0621163824680855,-0.0243937720674038,0.00796187596518424,-0.0621167683298404,0.231089567880456
2.03,-0.024527043493496,0.00734190296223715,-0.0590250616288617,-0.0245270591183621,0.00734082802076857,-0.0590254100014554,0.222741015993417
2.04,-0.0246267532399146,0.00675165234594853,-0.0560605627933942,-0.0246267673485496,0.00675068204482771,-0.0560608773065357,0.214645768278685
2.05,-0.0246948238030503,0.00619104671801459,-0.0532184664357544,-0.0246948365420535,0.00619017090351595,-0.053218750369119,0.2067987747834
2.06,-0.0247331119913468,0.00565886205365704,-0.0504944730892026,-0.0247331234932026,0.00565807155372659,-0.050494729406033,0.199194904455438
2.07,-0.0247433944824119,0.00515391732276502,-0.047884402072683,-0.0247434048668422,0.00515320385250833,-0.0478846334501825,0.19182896317085
2.08,-0.0247273706134905,0.00467507330203819,-0.0453841900737924,-0.0247273799886781,0.00467442937826379,-0.0453843989306136,0.184695710305047
2.09,-0.0246866651019586,0.00422123140130026,-0.0429898896039633,-0.0246866735656544,0.00422065026525557,-0.0429900781250691,0.17778987394048
2.1,-0.0246228306959591,0.00379133250526063,-0.0406976673404928,-0.0246228383364833,0.00379080805277947,-0.0406978374996386,0.171106164798354
2.11,-0.0245373507554448,0.0033843558318557,-0.0385038023689991,-0.0245373576525927,0.00338388255021036,-0.0385039559490628,0.164639288977055
2.12,-0.0244316417640259,0.00299931780816571,-0.0364046843389015,-0.0244316479898871,0.00299889071898316,-0.0364048229502664,0.158383959575275
2.13,-0.0243070557721344,0.00263527096477669,-0.0343968115435964,-0.0243070613918337,0.00263488557244003,-0.0343969366407721,0.152334907273367
2.14,-0.0241648827721277,0.00229130284934073,-0.0324767889361312,-0.024164887844495,0.00229095509435125,-0.0324769018327804,0.146486889942298
2.15,-0.0240063530060465,0.00196653495997942,-0.0306413260903601,-0.0240063575842227,0.0019662211768049,-0.0306414279728832,0.140834701345524
2.16,-0.0238326392068291,0.00166012169907582,-0.0288872351168017,-0.0238326433388142,0.00165983857805558,-0.028887327056618,0.13537317899534
2.17,-0.0236448587738606,0.0013712493479078,-0.0272114285416988,-0.0236448625030086,0.00137099390082607,-0.0272115115063469,0.130097211221662
2.18,-0.0234440758838003,0.00109913506249081,-0.025610917157107,-0.0234440792492675,0.00109890459146681,-0.0256109920202789,0.125001743507769
2.19,-0.0232313035376954,0.000843025890919742,-0.0240828078492084,-0.0232313065748448,0.000842817960296542,-0.0240828753998182,0.12008178414434
2.2,-0.0230075055454336,0.000602197812427658,-0.0226243014114545,-0.0230075082862013,0.000602010223371969,-0.0226243623618348,0.115332409250006
2.21,-0.0227735984486395,0.000375954798313113,-0.0212326903485914,-0.0227736009218653,0.000375785565865862,-0.0212327453419003,0.110748767203799
2.22,-0.0225304533831526,0.000163627894827199,-0.0199053566771012,-0.0225304556148792,0.0001634752271695,-0.0199054062940163,0.106326082532085
2.23,-0.0222788978822605,-3.54256719438133e-05,-0.0186397697271128,-0.0222788998960038,-3.55633922222883e-05,-0.0186398144918794,0.102059659290016
2.24,-0.0220197176218865,-0.000221823369214941,-0.0174334839503804,-0.0220197194388796,-0.000221947602037659,-0.0174335243362773,0.0979448839750616
2.25,-0.0217536581089525,-0.000396158208718745,-0.0162841367385103,-0.0217536597483668,-0.000396270271808267,-0.0162841731727876,0.0939772280078521
2.26,-0.0214814263141586,-0.000558999576103848,-0.015189446255221,-0.0214814277933031,-0.000559100658789388,-0.015189479123562,0.0901522498134087
2.27,-0.0212036922504276,-0.000710894038656058,-0.0141472092860568,-0.0212036935849293,-0.000710985214345226,-0.0141472389366084,0.0864655965337346
2.28,-0.0209210904982796,-0.000852366131516626,-0.013155299108632,-0.0209210917022463,-0.000852448368959857,-0.0131553258556464,0.0829130054007936
2.29,-0.0206342216794004,-0.000983919122602946,-0.0122116633861681,-0.0206342227655678,-0.000983993296067185,-0.0122116875132919,0.0794903047970735
2.3,-0.020343653879674,-0.00110603575646463,-0.0113143220867877,-0.0203436548595392,-0.00110610265492129,-0.0113143438500336,0.0761934150291666
2.31,-0.0200499240229484,-0.0012191789773325,-0.0104613654307575,-0.0200499249068892,-0.00121923931275507,-0.0104613850611879,0.0730183488381859
2.32,-0.019753539196797,-0.00132379263164008,-0.00965095186761469,-0.0197535399941811,-0.00132384704649708,-0.00965096957376603,0.0699612116692576
2.33,-0.0194549779315373,-0.00142030215031623,-0.00888130608487877,-0.0194549786508199,-0.00142035122433744,-0.00888132205495085,0.067018201720896
2.34,-0.0191546914337553,-0.00150911521116501,-0.00815071704982735,-0.0191546920825682,-0.00150915946745113,-0.00815073145366079,0.0641856097936784
2.35,-0.0188531047755785,-0.00159062238166329,-0.00745753608561559,-0.0188531053608096,-0.00159066229220238,-0.00745754907647755,0.0614598189563451
2.36,-0.0185506180409231,-0.00166519774251944,-0.00680017498282925,-0.0185506185687888,-0.00166523373316785,-0.00680018669902607,0.0588373040462391
2.37,-0.0182476074299329,-0.00173319949234774,-0.00617710414738896,-0.0182476079060436,-0.00173323194732692,-0.00617711471372239,0.056314631019832
2.38,-0.0179444263228081,-0.00179497053382163,-0.0055868507855637,-0.0179444267522267,-0.00179499979977813,-0.00558686031464587,0.0538884561680326
2.39,-0.0176414063042076,-0.00185083904167726,-0.00502799712670417,-0.0176414066915031,-0.00185086543134784,-0.00502800572014488,0.0515555252099255
2.4,-0.0173388581493905,-0.0019011190129443,-0.00449917868417142,-0.0173388584986858,-0.00190114280846461,-0.00449918643365016,0.0493126722776615
2.41,-0.0170370727732444,-0.00194611079978602,-0.00399908255481198,-0.01703707308826,-0.00194613225567744,-0.00399908954304585,0.0471568188043105
2.42,-0.0167363221433276,-0.00198610162533414,-0.00352644575721647,-0.0167363224274206,-0.00198612097119987,-0.00352645205883401,0.04508497232564
2.43,-0.0164368601580332,-0.0020213660829063,-0.00308005360889459,-0.0164368604142326,-0.00202138352586497,-0.00308005929122466,0.0430942252060029
2.44,-0.0161389234909615,-0.00205216661899525,-0.00265873814240374,-0.0161389237220004,-0.00205218234587747,-0.00265874326618772,0.0411817532977673
2.45,-0.0158427324025663,-0.00207875400041929,-0.00226137656038193,-0.0158427326109106,-0.00207876817975028,-0.00226138118041663,0.0393448145430268
2.46,-0.0155484915201188,-0.00210136776602311,-0.00188688972935623,-0.0155484917079933,-0.00210138054981204,-0.00188689389507419,0.037580747525673
2.47,-0.01525639058701,-0.00212023666331667,-0.0015342407121264,-0.0152563907564218,-0.00212024818867153,-0.00153424446811977,0.0358869699813014
2.48,-0.0149666051823911,-0.00213557907043793,-0.00120243333845846,-0.014966605335151,-0.002135589461023,-0.00120243672495177,0.0342609772718487
2.49,-0.0146792974121278,-0.00214760340382252,-0.000890510813764144,-0.0146792975498695,-0.00214761277117355,-0.000890513867041139,0.0327003408313152
2.5,-0.0143946165720229,-0.00215650851196016,-0.000597554365389801,-0.01439461669622,-0.00215651695667133,-0.000597557118178568,0.0312027065884293
2.51,-0.0141126997842363,-0.00216248405561406,-0.000322681926090813,-0.0141126998962183,-0.00216249166840895,-0.000322684407911432,0.0297657933716343
2.52,-0.0138336726078125,-0.00216571087487496,-6.5046854225843e-05,-0.0138336727087785,-0.00216571773757305,-6.50490917041209e-05,0.0283873913013394
2.53,-0.0135576496241985,-0.00216636134341722,0.00017616330983231,-0.0135576497152301,-0.0021663675298059,0.000176161292681724,0.0270653601739626
2.54,-0.0132847349986162,-0.0021645997103189,0.000401728051605269,-0.0132847350806892,-0.00216460528694033,0.000401726233123364,0.0257976278419125
2.55,-0.0130150230181279,-0.00216058242980285,0.000612395055301963,-0.0130150230921223,-0.00216058745666393,0.000612393415954812,0.0245821885932853
2.56,-0.0127485986072123,-0.00215445847924983,0.00080888134208574,-0.012748598673922,-0.00215446301046272,0.000808879864256445,0.0234171015347329
2.57,-0.0124855378216472,-0.00214636966582897,0.000991874374427215,-0.0124855378817881,-0.002146373750189,0.000991873042228172,0.0223004889806303
2.58,-0.01222590832147,-0.0021364509220847,0.00116203312717267,-0.0122259083756878,-0.00213645460359175,0.00116203192627617,0.021230534851387
2.59,-0.0119697698237688,-0.00212483059081297,0.00131998912597311,-0.0119697698726459,-0.00212483390914183,0.00131998804345853,0.020205483083474
2.6,-0.0117171745360337,-0.00211163069955324,0.00146634745373186,-0.0117171745800953,-0.00211163369047794,0.00146634647794772,0.0192236360534787
2.61,-0.0114681675707757,-0.00209696722501592,0.00160168772573827,-0.0114681676104954,-0.00209696992079253,0.00160168684617782,0.0182833530182742
2.62,-0.0112227873421028,-0.00208095034775854,0.00172656503416331,-0.0112227873779078,-0.00208095277747045,0.00172656424135232,0.01738304857316
2.63,-0.0109810659449192,-0.00206368469741691,0.0018415108625981,-0.0109810659771947,-0.00206368688728634,0.00184151014799358,0.0165211911296367
2.64,-0.0107430295173948,-0.00204526958879092,0.00194703397132015,-0.0107430295464882,-0.00204527156245989,0.00194703332721897,0.015696301414281
2.65,-0.0105086985873337,-0.00202579924907772,0.00204362125397394,-0.0105086986135582,-0.00202580102786143,0.00204362067343045,0.0149069509900171
2.66,-0.0102780884030473,-0.00200536303653798,0.00213173856635282,-0.0102780884266854,-0.00200536463965347,0.00213173804310449,0.0141517608009144
2.67,-0.0100512092493228,-0.00198404565087446,0.00221183152796767,-0.0100512092706292,-0.00198404709564672,0.00221183105636803,0.0134293997414951
2.68,-0.00982806674905667,-0.00196192733559478,0.00228432629708546,-0.00982806676826102,-0.00196192863764278,0.00228432587204361,0.0127385832513935
2.69,-0.00960866215110469,-0.00193908407262392,0.00234963031991664,-0.00960866216841406,-0.00193908524602827,0.00234962993684268,0.0120780719360783
2.7,-0.00939299260488343,-0.00191558776942476,0.00240813305462578,-0.00939299262048454,-0.00191558882687897,0.00240813270938159,0.0114466702142391
2.71,-0.0091810514222395,-0.0018915064388785,0.00246020667083342,-0.0091810514363007,-0.00189150739182545,0.00246020635968829,0.0108432249923175
2.72,-0.00897282832708638,-0.00186690437217017,0.00250620672527069,-0.00897282833975944,-0.00186690523092506,0.00250620644486125,0.0102666243665722
2.73,-0.00876830969329194,-0.00184184230491746,0.0025464728142403,-0.00876830970471372,-0.00184184307877882,0.00254647256153445,0.00971579635297096
2.74,-0.0085674787712837,-0.00181637757677506,0.00258132920352926,-0.00856747878157757,-0.00181637827412475,0.00258132897579355,0.00918970764511749
2.75,-0.00837031590382273,-0.00179056428473976,0.00261108543640964,-0.00837031591309992,-0.00179056491313325,0.00261108523117993,0.00868736240034484
2.76,-0.00817679873138218,-0.00176445343037567,0.0026360369203542,-0.00817679873974297,-0.00176445399662331,0.00263603673540918,0.00820780105403429
2.77,-0.007986902387551,-0.00173809306117212,0.00265646549308349,-0.00798690239508578,-0.00173809357141259,0.00265646532642077,0.00775009916215854
2.78,-0.00780059968486914,-0.00171152840624129,0.00267263996855079,-0.00780059969165942,-0.00171152886600768,0.00267263981836538,0.00731336627197903
2.79,-0.00761786129148625,-0.00168480200655578,0.00268481666346025,-0.0076178612976055,-0.00168480242083529,0.00268481652812509,0.00689674482078684
2.8,-0.00743865589902192,-0.00165795383992118,0.0026932399049024,-0.00743865590453636,-0.00165795421320887,0.00269323978295089,0.0064994090625166
2.81,-0.00726295038199246,-0.00163102144087216,0.00269814251968012,-0.00726295038696179,-0.00163102177721945,0.00269814240979031,0.00612056402202418
